coin,network,address,tag,url,full_response
AGLD,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'AGLD', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
SCR,SCROLL,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://scrollscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'SCR', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://scrollscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
NEAR,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'NEAR', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
NEAR,NEAR,0fd97436cd902827d42e3adf9080b0a952099c3dec5c3811f2b2d158cb0b853c,,https://nearblocks.io/address/0fd97436cd902827d42e3adf9080b0a952099c3dec5c3811f2b2d158cb0b853c,"{'coin': 'NEAR', 'address': '0fd97436cd902827d42e3adf9080b0a952099c3dec5c3811f2b2d158cb0b853c', 'tag': '', 'url': 'https://nearblocks.io/address/0fd97436cd902827d42e3adf9080b0a952099c3dec5c3811f2b2d158cb0b853c', 'isDefault': 0}"
AUDIO,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'AUDIO', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
WLD,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'WLD', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
WLD,OPTIMISM,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://optimistic.etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'WLD', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://optimistic.etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
WLD,WLD,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://worldchain-mainnet.explorer.alchemy.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'WLD', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://worldchain-mainnet.explorer.alchemy.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
ETHFI,ARBITRUM,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://arbiscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'ETHFI', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://arbiscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
ETHFI,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'ETHFI', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
FARM,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'FARM', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
DGB,DGB,DSbxjhp18JdMTjecswQdJpPbkzDSFCPnuV,,https://dgb.tokenview.io/en/address/DSbxjhp18JdMTjecswQdJpPbkzDSFCPnuV,"{'coin': 'DGB', 'address': 'DSbxjhp18JdMTjecswQdJpPbkzDSFCPnuV', 'tag': '', 'url': 'https://dgb.tokenview.io/en/address/DSbxjhp18JdMTjecswQdJpPbkzDSFCPnuV', 'isDefault': 0}"
BCH,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'BCH', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
BCH,BCH,12RXjksYY7PnmT95tuau2mq2msLqZsbs9D,,https://www.oklink.com/bch/address/12RXjksYY7PnmT95tuau2mq2msLqZsbs9D,"{'coin': 'BCH', 'address': '12RXjksYY7PnmT95tuau2mq2msLqZsbs9D', 'tag': '', 'url': 'https://www.oklink.com/bch/address/12RXjksYY7PnmT95tuau2mq2msLqZsbs9D', 'isDefault': 0}"
BCH,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'BCH', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
AI,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'AI', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
JST,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'JST', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
JST,TRX,TDCBWWAaHHkFsdWnzSx13jDieDLJ1YFwwn,,https://tronscan.org/#/address/TDCBWWAaHHkFsdWnzSx13jDieDLJ1YFwwn,"{'coin': 'JST', 'address': 'TDCBWWAaHHkFsdWnzSx13jDieDLJ1YFwwn', 'tag': '', 'url': 'https://tronscan.org/#/address/TDCBWWAaHHkFsdWnzSx13jDieDLJ1YFwwn', 'isDefault': 0}"
HOT,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'HOT', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
AR,AR,3uCb8303GmoInMKpxe7PFGXchF_msMQl-Au2-HjAPAY,,https://arscan.io/address/3uCb8303GmoInMKpxe7PFGXchF_msMQl-Au2-HjAPAY,"{'coin': 'AR', 'address': '3uCb8303GmoInMKpxe7PFGXchF_msMQl-Au2-HjAPAY', 'tag': '', 'url': 'https://arscan.io/address/3uCb8303GmoInMKpxe7PFGXchF_msMQl-Au2-HjAPAY', 'isDefault': 0}"
AT,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'AT', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
AT,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'AT', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
SEI,SEI,sei1zrqryvr8m40yqej95lcqzw7y0sf0662cxh0kcv,102335344,https://seistream.app/account/sei1zrqryvr8m40yqej95lcqzw7y0sf0662cxh0kcv,"{'coin': 'SEI', 'address': 'sei1zrqryvr8m40yqej95lcqzw7y0sf0662cxh0kcv', 'tag': '102335344', 'url': 'https://seistream.app/account/sei1zrqryvr8m40yqej95lcqzw7y0sf0662cxh0kcv', 'isDefault': 0}"
SEI,SEIEVM,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://seiscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'SEI', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://seiscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
BB,BB,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://mainnet.bbscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'BB', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://mainnet.bbscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
A,EOS,eosbndeposit,103501479,https://eosauthority.com/account/eosbndeposit,"{'coin': 'A', 'address': 'eosbndeposit', 'tag': '103501479', 'url': 'https://eosauthority.com/account/eosbndeposit', 'isDefault': 0}"
C,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'C', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
C,BASE,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://basescan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'C', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://basescan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
JTO,SOL,3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ,,https://solscan.io/account/3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ,"{'coin': 'JTO', 'address': '3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ', 'tag': '', 'url': 'https://solscan.io/account/3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ', 'isDefault': 0}"
D,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'D', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
F,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'F', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
F,BASE,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://basescan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'F', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://basescan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
F,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'F', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
G,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'G', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
G,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'G', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
RLUSD,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'RLUSD', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
BIGTIME,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'BIGTIME', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
S,SONIC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://sonicscan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'S', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://sonicscan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
T,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'T', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
U,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'U', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
W,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'W', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
W,SOL,3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ,,https://solscan.io/account/3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ,"{'coin': 'W', 'address': '3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ', 'tag': '', 'url': 'https://solscan.io/account/3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ', 'isDefault': 0}"
SFP,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'SFP', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
SFP,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'SFP', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
DIA,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'DIA', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
DIA,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'DIA', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
ARDR,ARDR,ARDOR-ATJH-FV4N-U8SH-DMLYY,100869739,https://ardor.tools/account/ARDOR-ATJH-FV4N-U8SH-DMLYY,"{'coin': 'ARDR', 'address': 'ARDOR-ATJH-FV4N-U8SH-DMLYY', 'tag': '100869739', 'url': 'https://ardor.tools/account/ARDOR-ATJH-FV4N-U8SH-DMLYY', 'isDefault': 0}"
JUP,SOL,3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ,,https://solscan.io/account/3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ,"{'coin': 'JUP', 'address': '3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ', 'tag': '', 'url': 'https://solscan.io/account/3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ', 'isDefault': 0}"
BEL,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'BEL', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
BEL,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'BEL', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
JUV,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'JUV', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
JUV,CHZ2,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://chiliscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'JUV', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://chiliscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
WOO,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'WOO', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
WOO,ARBITRUM,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://arbiscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'WOO', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://arbiscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
WOO,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'WOO', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
1MBABYDOGE,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': '1MBABYDOGE', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
1MBABYDOGE,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': '1MBABYDOGE', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
1MBABYDOGE,SOL,3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ,,https://solscan.io/account/3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ,"{'coin': '1MBABYDOGE', 'address': '3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ', 'tag': '', 'url': 'https://solscan.io/account/3Gr1Q13eG8yHjWXGMo7ehduuYr4LmevPa33qFaYXgyWQ', 'isDefault': 0}"
BLUR,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'BLUR', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
STRK,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'STRK', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
STRK,STARKNET,0x02236447380d248dbd97be4a261f1f623a78b394a9a68c74293316248ba5591a,,https://starkscan.co/contract/0x02236447380d248dbd97be4a261f1f623a78b394a9a68c74293316248ba5591a,"{'coin': 'STRK', 'address': '0x02236447380d248dbd97be4a261f1f623a78b394a9a68c74293316248ba5591a', 'tag': '', 'url': 'https://starkscan.co/contract/0x02236447380d248dbd97be4a261f1f623a78b394a9a68c74293316248ba5591a', 'isDefault': 0}"
DF,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'DF', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
WAVES,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'WAVES', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
PGALA,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'PGALA', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
FLOKI,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'FLOKI', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
FLOKI,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'FLOKI', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
SAND,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'SAND', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
SAND,BASE,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://basescan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'SAND', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://basescan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
SAND,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'SAND', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
SAND,MATIC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://polygonscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'SAND', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://polygonscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
AVNT,BASE,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://basescan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'AVNT', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://basescan.org/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
UMA,ETH,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'UMA', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://etherscan.io/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
SCRT,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'SCRT', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
SCRT,SCRT,secret13fh085csr7w7e866r402cqa9xp42trsch7w269,101400309,https://www.mintscan.io/secret/address/secret13fh085csr7w7e866r402cqa9xp42trsch7w269,"{'coin': 'SCRT', 'address': 'secret13fh085csr7w7e866r402cqa9xp42trsch7w269', 'tag': '101400309', 'url': 'https://www.mintscan.io/secret/address/secret13fh085csr7w7e866r402cqa9xp42trsch7w269', 'isDefault': 0}"
TUSD,BSC,0x414349c13c165454decec1a8c901c41d62fe66c0,,https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0,"{'coin': 'TUSD', 'address': '0x414349c13c165454decec1a8c901c41d62fe66c0', 'tag': '', 'url': 'https://bscscan.com/address/0x414349c13c165454decec1a8c901c41d62fe66c0', 'isDefault': 0}"
